Name,Type,Size,Armor,Hit Points,Move Burrow,Move Climb,Move Fly,Move Swim,Move Walk,Stat Str,Stat Dex,Stat Con,Stat Int,Stat Wis,Stat Cha,Save Str,Save Dex,Save Con,Save Int,Save Wis,Save Cha,Blind Sight,Dark Vision,Tremorsense,True Sight,Immune Acid,Immune Bludgeoning,Immune Cold,Immune Fire,Immune Force,Immune Lightning,Immune Necrotic,Immune Piercing,Immune Poison,Immune Psychic,Immune Radiant,Immune Slashing,Immune Thunder,Resist Acid,Resist Bludgeoning,Resist Cold,Resist Fire,Resist Force,Resist Lightning,Resist Necrotic,Resist Piercing,Resist Poison,Resist Psychic,Resist Radiant,Resist Slashing,Resist Thunder,Cause Blinded,Cause Charmed,Cause Deafened,Cause Frightened,Cause Grappled,Cause Incapacitated,Cause Invisible,Cause Paralyzed,Cause Petrified,Cause Poisoned,Cause Prone,Cause Restrained,Cause Stunned,Cause Unconscious,Multiattack,Spellcasting,Damage Tags,Spellcasting Tags,Trait Tags,Elo Rank
Geryon,fiend,4,19,300,0,0,50,0,30,29,17,22,19,16,23,0,10,13,0,10,13,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,"C,I,O",O,"Legendary Resistances,Magic Resistance,Regeneration",4380
Giant Strider,elemental,3,14,22,0,0,0,0,50,18,13,14,4,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F,P",,Damage Absorption,655
Giff,humanoid,2,16,60,0,0,0,0,30,18,14,17,11,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"B,P,S",,,1409
Girallon,monstrosity,3,13,59,0,40,0,0,40,18,16,16,5,12,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"P,S",,,1613
Githyanki Gish,humanoid,2,17,130,0,0,0,0,30,17,15,14,16,15,16,0,0,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,"O,S,Y",P,,3086
Githyanki Kith'rak,humanoid,2,18,180,0,0,0,0,30,18,16,17,16,15,17,0,0,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"S,Y",P,,3756
Githyanki Supreme Commander,humanoid,2,18,187,0,0,0,0,30,19,17,18,16,16,18,0,0,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"S,Y",P,Legendary Resistances,3018
Githzerai Anarch,humanoid,2,20,144,0,0,40,0,30,16,21,18,18,20,14,8,10,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"B,Y",P,Legendary Resistances,2884
Githzerai Enlightened,humanoid,2,18,112,0,0,0,0,40,14,19,16,17,19,13,6,8,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"B,Y",P,,3710
Gnoll Flesh Gnawer,monstrosity,2,14,22,0,0,0,0,30,12,14,12,8,10,8,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P,,,807
Gnoll Hunter,monstrosity,2,13,22,0,0,0,0,30,14,14,12,8,12,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P,,,205
Gnoll Witherling,undead,2,12,11,0,0,0,0,30,14,8,12,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"N,P",,Unusual Nature,-76
Gray Render,monstrosity,3,19,189,0,0,0,0,30,19,13,20,3,6,8,8,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"B,P,S",,,3620
Graz'zt,fiend,3,20,346,0,0,0,0,40,22,15,21,23,21,26,0,9,12,0,12,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,"A,O",O,"Legendary Resistances,Magic Resistance",4884
Green Abishai,fiend,2,18,195,0,0,40,0,30,12,17,16,17,12,19,0,0,0,8,0,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,"I,O",O,"Devil's Sight,Magic Resistance",2694
Grung,humanoid,1,12,11,0,25,0,0,25,7,14,15,10,11,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"I,P",,Amphibious,-426
Grung Elite Warrior,humanoid,1,13,49,0,25,0,0,25,7,16,15,10,11,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"I,P",,Amphibious,543
Grung Wildling,humanoid,1,16,27,0,25,0,0,25,7,16,15,10,15,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"I,P",O,Amphibious,338
Guard Drake,dragon,2,14,52,0,0,0,0,30,16,11,16,4,10,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"B,P",,,1026
Hadrosaurus,beast,3,11,19,0,0,0,0,40,15,10,13,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,,,91
Hellfire Engine,construct,4,18,216,0,0,0,0,40,20,16,24,2,10,1,0,8,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"A,B,F,L,T",,"Immutable Form,Magic Resistance,Unusual Nature",3564
Hobgoblin Devastator,fey,2,13,45,0,0,0,0,30,13,12,14,16,13,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"B,O",O,,1502
Hobgoblin Iron Shadow,fey,2,15,32,0,0,0,0,40,14,16,15,14,15,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"B,P",O,,324
Howler,fiend,3,16,90,0,0,0,0,40,17,16,15,5,14,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"P,Y",,Pack Tactics,1950
Hutijin,fiend,3,19,200,0,0,60,0,30,27,15,25,23,19,25,0,9,14,0,11,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,"C,F,I,L,O,T",O,"Legendary Resistances,Magic Resistance,Regeneration",4379
Hydroloth,fiend,2,15,135,0,0,0,40,20,12,21,16,19,10,14,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,"O,Y",O,"Amphibious,Magic Resistance",2709
Juiblex,fiend,4,18,350,0,30,0,0,30,24,10,23,20,20,16,0,7,13,0,12,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,"A,I",O,"Legendary Resistances,Magic Resistance,Regeneration,Spider Climb",4660
Ki-rin,celestial,3,20,153,0,0,120,0,60,21,16,16,19,20,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"O,R",O,"Legendary Resistances,Magic Resistance",3162
Kobold Dragonshield,dragon,1,15,44,0,0,0,0,20,12,15,14,8,9,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P,,"Pack Tactics,Sunlight Sensitivity",23
Kobold Inventor,humanoid,1,12,13,0,0,0,0,30,7,15,12,14,10,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A,B,F,I,P",,"Pack Tactics,Sunlight Sensitivity",-604
Kobold Scale Sorcerer,humanoid,1,15,27,0,0,0,0,30,7,15,14,10,9,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,P,O,"Pack Tactics,Sunlight Sensitivity",832
Korred,fey,1,17,93,30,0,0,0,30,23,14,20,10,15,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,B,O,,2683
Kraken Priest,monstrosity,2,15,75,0,0,0,30,30,12,10,16,10,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,"L,T",O,Amphibious,1974
Kruthik Hive Lord,monstrosity,3,20,102,20,40,0,0,40,19,16,17,10,14,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"A,P",,Pack Tactics,2276
Leucrotta,monstrosity,3,14,67,0,0,0,0,50,18,14,15,9,12,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"B,P",,,1748
Leviathan,elemental,5,17,328,0,0,0,120,40,27,24,30,2,18,17,0,0,0,0,10,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"A,B,C",,"Legendary Resistances,Siege Monster",4193
Male Steeder,monstrosity,2,12,13,0,30,0,0,30,15,12,14,2,10,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"I,P",,Spider Climb,52
Martial Arts Adept,humanoid,2,16,60,0,0,0,0,40,11,17,13,11,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"B,P",,,2286
Marut,construct,3,22,432,0,0,30,0,40,28,12,26,19,15,18,0,0,0,12,10,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"O,R",,"Immutable Form,Legendary Resistances,Magic Resistance,Unusual Nature",5557
Master Thief,humanoid,2,16,84,0,0,0,0,30,11,18,14,11,11,12,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"I,P",,,1768
Maurezhi,fiend,2,15,88,0,0,0,0,30,14,17,12,11,12,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"P,S",,Magic Resistance,2479
Maw Demon,fiend,2,13,33,0,0,0,0,30,14,8,13,5,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"A,P",,,751
Meazel,monstrosity,2,13,35,0,0,0,0,30,8,17,9,14,13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"B,N,P",,,604
Meenlock,fey,1,15,31,0,0,0,0,30,7,15,12,11,10,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,S,,Light Sensitivity,615
Merregon,fiend,2,16,45,0,0,0,0,30,18,14,17,6,12,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"P,S",,"Devil's Sight,Magic Resistance",1627
Merrenoloth,fiend,2,13,40,0,0,0,40,30,8,17,10,17,14,11,0,5,0,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,F,O,Magic Resistance,769
Mindwitness,aberration,3,15,75,0,0,20,0,0,10,14,14,15,15,10,0,0,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,"P,Y",,,2380
Moloch,fiend,3,19,253,0,0,0,0,30,26,19,22,21,18,23,0,11,13,0,11,13,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"F,L,O,T,Y",O,"Legendary Resistances,Magic Resistance,Regeneration",3978
Molydeus,fiend,4,19,216,0,0,0,0,40,28,22,25,21,24,24,16,0,14,0,14,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"I,N,O",O,"Legendary Resistances,Magic Resistance",3463
Morkoth,aberration,3,17,165,0,0,0,50,25,14,14,14,20,15,13,0,6,0,9,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,"B,S,Y",O,Amphibious,2410
Mouth of Grolantor,giant,4,14,105,0,0,0,0,50,21,10,18,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B,P",,,3056
Nabassu,fiend,2,18,190,0,0,60,0,40,22,14,21,14,15,17,11,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"N,O",,Magic Resistance,3605
Nagpa,monstrosity,2,19,203,0,0,0,0,30,9,15,12,23,18,21,0,0,0,12,10,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"B,N",O,,3067
Narzugon,fiend,2,20,112,0,0,0,0,30,20,10,17,16,14,19,0,5,8,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"F,P",,Magic Resistance,3394
Neogi,aberration,1,15,33,0,30,0,0,30,6,16,14,13,12,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"I,P,S",,Spider Climb,1191
Neogi Hatchling,aberration,0,11,7,0,20,0,0,20,3,13,10,6,10,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"I,P",,Spider Climb,-593
Neogi Master,aberration,2,15,71,0,30,0,0,30,6,16,14,16,12,18,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,"I,N,P",O,"Devil's Sight,Spider Climb",1934
Neothelid,aberration,5,16,232,0,0,0,0,30,27,7,21,3,16,12,0,0,0,1,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"A,B,Y",P,Magic Resistance,3636
Nightwalker,undead,4,14,337,0,0,40,0,40,22,19,24,6,9,8,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,N,,Unusual Nature,3323
Nilbog,fey,1,13,7,0,0,0,0,30,8,14,10,10,8,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"B,Y",O,,-517
Nupperibo,fiend,2,13,11,0,0,0,0,20,16,11,13,3,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A,P",,,81
Oblex Spawn,ooze,0,13,18,0,0,0,0,20,8,16,15,14,11,10,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Amorphous,Unusual Nature",51
Ogre Battering Ram,giant,3,11,76,0,0,0,0,40,19,8,16,5,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,,Siege Monster,1408
Ogre Bolt Launcher,giant,3,13,59,0,0,0,0,40,19,12,16,5,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B,P",,,1429
Ogre Chain Brute,giant,3,11,59,0,0,0,0,40,19,8,16,5,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,B,,,1035
Ogre Howdah,giant,3,15,59,0,0,0,0,40,19,8,16,5,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,,,1150
Oinoloth,fiend,2,17,119,0,0,0,0,40,19,17,18,17,16,19,0,0,8,0,7,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,"I,N,S",O,Magic Resistance,2721
Orcus,fiend,4,20,405,0,0,40,0,40,27,14,25,20,20,25,0,10,15,0,13,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"B,I,N,O",O,"Legendary Resistances,Magic Resistance",5076
Orthon,fiend,3,17,105,0,30,0,0,30,22,16,21,15,15,16,0,7,9,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"A,F,I,L,O,R,T",,Magic Resistance,2530
Ox,beast,3,10,15,0,0,0,0,30,18,10,14,2,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,,33
Phoenix,elemental,5,18,175,0,0,120,0,20,19,26,25,2,21,18,0,0,0,0,10,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,F,,"Flyby,Illumination,Legendary Resistances,Siege Monster",3248
Quetzalcoatlus,beast,4,13,30,0,0,80,0,10,15,13,13,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,Flyby,492
Quickling,fey,0,16,10,0,0,0,0,120,4,23,13,10,12,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P,,,923
Red Abishai,fiend,2,22,289,0,0,50,0,30,23,16,19,14,15,19,12,0,10,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"F,O,P",,"Devil's Sight,Magic Resistance",4275
Redcap,fey,1,14,45,0,0,0,0,25,18,13,18,10,12,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"B,S",,,1584
Retriever,construct,3,19,210,0,40,0,0,40,22,16,20,3,11,4,0,8,10,0,5,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,"O,S",O,,3344
Rot Troll,giant,3,16,138,0,0,0,0,30,18,13,22,5,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"N,P,S",,,3014
Rutterkin,fiend,2,12,37,0,0,0,0,20,14,15,17,5,12,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,P,,,633
Sacred Statue,construct,3,19,95,0,0,0,0,25,19,8,19,14,19,16,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,,"False Appearance,Unusual Nature",3036
Sea Spawn,monstrosity,2,11,32,0,0,0,30,20,15,8,15,6,10,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,"B,I,P",,,770
Shadow Mastiff,monstrosity,2,12,33,0,0,0,0,40,16,14,13,5,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,P,,,972
Shoosuva,fiend,3,14,136,0,0,0,0,40,18,13,17,7,14,9,0,4,6,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,P,,,2524
Sibriex,fiend,4,19,150,0,0,20,0,0,10,3,23,25,24,25,0,0,0,13,0,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,"A,I,O",O,"Legendary Resistances,Magic Resistance",3943
